task_id,status_bucket,selected_timestamp,selected_run_dir,slm1_class,slm2_class,fb1_state,fb1_class,fb2_state,fb2_class
HumanEval/148,FALLBACK_PASS,20260221_074211,episodes/humaneval_runs/20260221_074211_HumanEval_148,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/149,FALLBACK_PASS,20260221_074214,episodes/humaneval_runs/20260221_074214_HumanEval_149,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/150,FALLBACK_PASS,20260221_074215,episodes/humaneval_runs/20260221_074215_HumanEval_150,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/151,FALLBACK_PASS,20260221_074217,episodes/humaneval_runs/20260221_074217_HumanEval_151,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/152,FALLBACK_PASS,20260221_074218,episodes/humaneval_runs/20260221_074218_HumanEval_152,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/153,FALLBACK_PASS,20260221_074220,episodes/humaneval_runs/20260221_074220_HumanEval_153,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/154,FALLBACK_PASS,20260221_074222,episodes/humaneval_runs/20260221_074222_HumanEval_154,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/155,FALLBACK_PASS,20260224_073437,episodes/humaneval_runs/20260224_073437_HumanEval_155,AssertionError|tail,AssertionError|tail,FAIL,AssertionError|tail,PASS,PASS
HumanEval/156,FALLBACK_PASS,20260221_074226,episodes/humaneval_runs/20260221_074226_HumanEval_156,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/157,FALLBACK_PASS,20260224_073914,episodes/humaneval_runs/20260224_073914_HumanEval_157,AssertionError|tail,AssertionError|tail,PASS,PASS,MISSING,MISSING
HumanEval/158,NO_FALLBACK_SLM_PASS_ONLY,20260202_154429,episodes/humaneval_runs/20260202_154429_HumanEval_158,PASS,MISSING,MISSING,MISSING,MISSING,MISSING
HumanEval/159,NO_FALLBACK_SLM_PASS_ONLY,20260202_154607,episodes/humaneval_runs/20260202_154607_HumanEval_159,PASS,MISSING,MISSING,MISSING,MISSING,MISSING
HumanEval/160,FALLBACK_PASS,20260221_074229,episodes/humaneval_runs/20260221_074229_HumanEval_160,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/161,NO_FALLBACK_SLM_PASS_ONLY,20260202_155347,episodes/humaneval_runs/20260202_155347_HumanEval_161,PASS,MISSING,MISSING,MISSING,MISSING,MISSING
HumanEval/162,FALLBACK_FAIL_NON_INFRA,20260224_074709,episodes/humaneval_runs/20260224_074709_HumanEval_162,NameError,SLM_TIMEOUT,FAIL,NameError,FAIL,NameError
HumanEval/163,FALLBACK_FAIL_NON_INFRA,20260224_110545,episodes/humaneval_runs/20260224_110545_HumanEval_163,AssertionError,SLM_TIMEOUT,FAIL,AssertionError,FAIL,AssertionError
